9,9.0
5,7.0
7,7.0
5,6.0
3,6.0
3,5.0
15,7.0
3,6.0
9,7.0
3,6.0
7,6.0
13,7.0
5,7.0
5,7.0
9,7.0
3,6.0
5,6.0
5,6.0
17,7.0
3,7.0
9,7.0
3,7.0
7,7.0
5,7.0
7,7.0
5,7.0
7,7.0
3,6.0
11,7.0
13,7.0
3,7.0
7,7.0
5,7.0
5,7.0
9,7.0
3,7.0
5,7.0
5,6.0
7,6.0
3,6.0
5,6.0
13,7.0
5,6.0
3,6.0
3,6.0
9,6.0
5,6.0
9,6.0
5,6.0
3,6.0
3,6.0
11,6.0
3,6.0
9,6.0
5,6.0
5,6.0
7,6.0
9,6.0
3,6.0
3,6.0
5,6.0
7,6.0
3,6.0
5,6.0
5,6.0
7,6.0
3,6.0
5,6.0
5,6.0
9,6.0
5,6.0
3,6.0
5,6.0
7,6.0
7,6.0
5,6.0
5,6.0
5,6.0
5,6.0
5,6.0
5,6.0
7,6.0
3,6.0
3,6.0
3,6.0
11,6.0
3,6.0
7,6.0
3,6.0
5,6.0
3,6.0
5,6.0
3,6.0
9,6.0
3,6.0
7,6.0
7,6.0
7,6.0
5,6.0
5,6.0
3,6.0
3,6.0
3,6.0
7,6.0
3,6.0
5,6.0
5,6.0
5,6.0
3,6.0
7,6.0
9,6.0
5,6.0
3,6.0
3,6.0
7,6.0
3,6.0
7,6.0
3,6.0
3,6.0
3,6.0
5,6.0
7,6.0
3,6.0
5,6.0
3,6.0
5,6.0
3,6.0
3,6.0
3,6.0
7,6.0
3,6.0
3,5.0
5,5.0
5,5.0
3,5.0
5,5.0
7,5.0
3,5.0
5,5.0
5,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
7,5.0
5,5.0
3,5.0
3,5.0
3,5.0
3,5.0
5,5.0
3,5.0
9,5.0
3,5.0
7,5.0
3,5.0
3,5.0
3,5.0
7,5.0
3,5.0
3,5.0
3,5.0
7,5.0
3,5.0
3,5.0
3,5.0
5,5.0
5,5.0
3,5.0
3,5.0
3,5.0
3,5.0
9,5.0
7,5.0
3,5.0
3,5.0
3,5.0
3,5.0
5,5.0
3,5.0
3,5.0
5,5.0
3,5.0
5,5.0
3,5.0
5,5.0
3,5.0
5,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
5,5.0
7,5.0
3,5.0
5,5.0
3,5.0
3,5.0
3,5.0
3,5.0
5,5.0
5,5.0
3,5.0
5,5.0
3,5.0
3,5.0
3,5.0
3,5.0
7,5.0
3,5.0
3,5.0
3,5.0
5,5.0
3,5.0
3,5.0
3,5.0
5,5.0
3,5.0
3,5.0
5,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
5,5.0
5,5.0
5,5.0
5,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
5,5.0
3,5.0
3,5.0
3,5.0
3,5.0
7,5.0
7,5.0
3,5.0
3,5.0
5,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
5,5.0
3,5.0
3,5.0
3,5.0
3,5.0
5,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
5,5.0
5,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
3,5.0
7,5.0
3,5.0
3,5.0
3,5.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
5,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
5,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
5,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
5,4.0
3,4.0
3,4.0
3,4.0
5,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
5,4.0
3,4.0
5,4.0
3,4.0
3,4.0
3,4.0
5,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
5,4.0
3,4.0
3,4.0
5,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
5,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
5,4.0
3,4.0
3,4.0
5,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
5,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
5,4.0
5,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
5,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
7,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
3,4.0
