9,9.0
37,23.0
23,23.0
7,19.0
23,20.0
29,21.0
23,22.0
13,20.0
17,20.0
35,22.0
19,21.0
7,20.0
21,20.0
13,20.0
15,19.0
19,19.0
15,19.0
19,19.0
15,19.0
19,19.0
15,19.0
19,19.0
9,18.0
21,18.0
13,18.0
21,18.0
13,18.0
21,18.0
27,19.0
19,19.0
19,19.0
15,18.0
13,18.0
25,18.0
25,19.0
19,19.0
11,18.0
21,19.0
13,18.0
17,18.0
27,19.0
19,19.0
15,18.0
3,18.0
13,18.0
25,18.0
21,18.0
9,18.0
25,18.0
21,18.0
15,18.0
17,18.0
13,18.0
21,18.0
27,18.0
23,18.0
13,18.0
17,18.0
23,18.0
21,18.0
29,19.0
25,19.0
17,19.0
11,18.0
15,18.0
17,18.0
11,18.0
25,18.0
13,18.0
11,18.0
15,18.0
7,18.0
27,18.0
25,18.0
13,18.0
13,18.0
13,18.0
23,18.0
9,18.0
17,18.0
13,18.0
25,18.0
7,18.0
15,18.0
35,18.0
19,18.0
9,18.0
7,18.0
11,18.0
21,18.0
21,18.0
9,18.0
13,18.0
19,18.0
13,18.0
7,18.0
21,18.0
25,18.0
15,18.0
19,18.0
19,18.0
21,18.0
3,18.0
7,17.0
9,17.0
17,17.0
7,17.0
15,17.0
15,17.0
29,17.0
23,17.0
19,17.0
13,17.0
21,17.0
11,17.0
7,17.0
15,17.0
15,17.0
11,17.0
19,17.0
7,17.0
11,17.0
17,17.0
21,17.0
11,17.0
9,17.0
17,17.0
7,17.0
15,17.0
31,17.0
21,17.0
11,17.0
21,17.0
9,17.0
13,17.0
9,17.0
27,17.0
17,17.0
7,17.0
7,17.0
25,17.0
9,17.0
9,17.0
23,17.0
21,17.0
15,17.0
9,17.0
15,17.0
25,17.0
15,17.0
15,17.0
7,17.0
27,17.0
25,17.0
19,17.0
7,17.0
13,17.0
13,17.0
23,17.0
9,17.0
9,17.0
11,17.0
13,17.0
21,17.0
13,17.0
13,17.0
7,17.0
9,16.0
15,16.0
25,17.0
19,17.0
17,17.0
15,17.0
19,17.0
7,16.0
11,16.0
23,16.0
23,17.0
23,17.0
9,17.0
13,16.0
15,16.0
17,16.0
9,16.0
11,16.0
9,16.0
7,16.0
11,16.0
15,16.0
13,16.0
19,16.0
13,16.0
13,16.0
9,16.0
11,16.0
9,16.0
11,16.0
27,16.0
13,16.0
21,16.0
15,16.0
7,16.0
9,16.0
11,16.0
11,16.0
21,16.0
15,16.0
17,16.0
15,16.0
35,16.0
9,16.0
7,16.0
13,16.0
17,16.0
19,16.0
11,16.0
13,16.0
7,16.0
25,16.0
13,16.0
15,16.0
17,16.0
11,16.0
9,16.0
15,16.0
13,16.0
13,16.0
17,16.0
15,16.0
7,16.0
19,16.0
7,16.0
37,16.0
17,16.0
11,16.0
7,16.0
35,16.0
23,16.0
11,16.0
15,16.0
17,16.0
19,16.0
13,16.0
19,16.0
23,16.0
23,16.0
11,16.0
19,16.0
27,16.0
23,16.0
21,16.0
19,16.0
29,16.0
23,16.0
19,16.0
29,16.0
17,16.0
23,16.0
19,16.0
35,16.0
17,16.0
25,16.0
25,16.0
33,17.0
13,17.0
21,17.0
19,17.0
19,17.0
25,17.0
17,17.0
23,17.0
17,17.0
17,17.0
25,17.0
21,17.0
9,17.0
19,17.0
15,17.0
7,17.0
5,17.0
17,17.0
25,17.0
15,17.0
19,17.0
19,17.0
21,17.0
17,17.0
3,17.0
27,17.0
19,17.0
3,17.0
7,17.0
13,17.0
9,17.0
11,16.0
13,16.0
19,16.0
9,16.0
5,16.0
19,16.0
11,16.0
19,16.0
17,16.0
23,16.0
19,16.0
21,16.0
13,16.0
5,16.0
11,16.0
15,16.0
11,16.0
15,16.0
21,16.0
15,16.0
19,16.0
13,16.0
19,16.0
25,16.0
17,16.0
11,16.0
29,16.0
19,16.0
39,17.0
15,17.0
15,17.0
23,17.0
23,17.0
13,17.0
21,17.0
17,17.0
17,17.0
21,17.0
23,17.0
41,17.0
31,17.0
17,17.0
33,17.0
25,17.0
25,17.0
13,17.0
25,17.0
25,17.0
13,17.0
21,17.0
19,17.0
13,17.0
23,17.0
13,17.0
15,17.0
17,17.0
11,17.0
23,17.0
17,17.0
23,17.0
25,17.0
5,17.0
5,17.0
19,17.0
17,17.0
13,17.0
31,17.0
21,17.0
17,17.0
17,17.0
17,17.0
25,17.0
17,17.0
21,17.0
15,17.0
19,17.0
13,17.0
13,17.0
13,17.0
21,17.0
29,17.0
15,17.0
29,17.0
31,17.0
17,17.0
11,17.0
15,17.0
21,17.0
15,17.0
19,17.0
21,17.0
31,17.0
29,17.0
11,17.0
29,17.0
11,17.0
13,17.0
21,17.0
21,17.0
17,17.0
23,17.0
21,17.0
17,17.0
17,17.0
23,17.0
15,17.0
23,17.0
23,17.0
27,17.0
11,17.0
29,17.0
23,17.0
25,17.0
15,17.0
21,17.0
15,17.0
19,17.0
15,17.0
27,17.0
17,17.0
27,17.0
13,17.0
19,17.0
21,17.0
15,17.0
27,17.0
29,17.0
13,17.0
11,17.0
19,17.0
17,17.0
19,17.0
21,17.0
13,17.0
45,17.0
35,17.0
11,17.0
9,17.0
19,17.0
47,17.0
15,17.0
5,17.0
5,17.0
51,17.0
17,17.0
27,17.0
13,17.0
11,17.0
17,17.0
13,17.0
19,17.0
37,17.0
21,17.0
33,18.0
17,17.0
25,18.0
23,18.0
13,18.0
19,18.0
15,18.0
19,18.0
3,17.0
9,17.0
19,17.0
21,17.0
21,17.0
19,17.0
17,17.0
23,18.0
19,18.0
17,18.0
19,18.0
19,18.0
11,17.0
19,17.0
